ID,VendorID,CartrigeTypeID,Name,NameLocal,PartNumber,Resourse,ItemsInPack,CartrigeColorID,Added,Updated,Description,MaxWriteOffSpeed,AvgWriteOffSpeed,UserUpdated,LastWriteOffDate,LastWriteOffQuantity,SumQuantity,GoodsNumber,LocalName,ReportName,ShowInNeedToBuy,Barcode,Hidden
786,5,1,"Stylus CX9300F, Office TX300F, Office TX510FN, Office TX600FW, TX209, TX400, TX550W, ТX200, ТX210, ТX219, ТX409, ТX410, ТX419",,C13T07354A,245,4,1,24-авг-09,24-авг-09,"черный, голубой, пурпурный, желтый",0,0,,30-дек-99,0,0,,Картридж цветной Epson: C13T07354A,Картридж цветной Epson: C13T07354A,ЛОЖЬ,,ЛОЖЬ
787,5,1,"Stylus Office TX600FW, TX550W",,C13T10324A10,485,1,3,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж голубой Epson: C13T10324A10,Картридж голубой Epson: C13T10324A10,ЛОЖЬ,,ЛОЖЬ
788,5,1,"Stylus Office TX600FW, TX550W",,C13T10334A10,485,1,4,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж пурпурный Epson: C13T10334A10,Картридж пурпурный Epson: C13T10334A10,ЛОЖЬ,,ЛОЖЬ
789,5,1,"Stylus Office TX600FW, TX550W",,C13T10344A10,485,1,5,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж желтый Epson: C13T10344A10,Картридж желтый Epson: C13T10344A10,ЛОЖЬ,,ЛОЖЬ
790,5,1,"Stylus Office TX600FW, TX550W",,C13T10314A10,915,1,2,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж черный Epson: C13T10314A10,Картридж черный Epson: C13T10314A10,ЛОЖЬ,,ЛОЖЬ
791,5,1,"Stylus CX4300, TX106, TX109, TX117, TX119",,C13T09214A10,250,1,2,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж черный Epson: C13T09214A10,Картридж черный Epson: C13T09214A10,ЛОЖЬ,,ЛОЖЬ
792,5,1,"Stylus CX4300, TX106, TX109, TX117, TX119",,C13T09224A10,480,1,3,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж голубой Epson: C13T09224A10,Картридж голубой Epson: C13T09224A10,ЛОЖЬ,,ЛОЖЬ
793,5,1,"Stylus CX4300, TX106, TX109, TX117, TX119",,C13T09234A10,280,1,4,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж пурпурный Epson: C13T09234A10,Картридж пурпурный Epson: C13T09234A10,ЛОЖЬ,,ЛОЖЬ
794,5,1,"Stylus CX4300, TX106, TX109, TX117, TX119",,C13T09244A10,480,1,5,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж желтый Epson: C13T09244A10,Картридж желтый Epson: C13T09244A10,ЛОЖЬ,,ЛОЖЬ
795,5,1,"Stylus CX4300, TX106, TX109, TX117, TX119",,C13T09254A10,400,1,1,24-авг-09,24-авг-09,,0,0,,30-дек-99,0,0,,Картридж цветной Epson: C13T09254A10,Картридж цветной Epson: C13T09254A10,ЛОЖЬ,,ЛОЖЬ
796,6,1,Phaser 6110MFP,,106R01203,2000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01203,Картридж черный Xerox: 106R01203,ЛОЖЬ,,ЛОЖЬ
797,6,1,Phaser 6110MFP,,106R01206,1000,1,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01206,Картридж голубой Xerox: 106R01206,ЛОЖЬ,,ЛОЖЬ
798,6,1,Phaser 6110MFP,,106R01204,1000,1,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01204,Картридж желтый Xerox: 106R01204,ЛОЖЬ,,ЛОЖЬ
799,6,1,Phaser 6110MFP,,106R01205,1000,1,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01205,Картридж пурпурный Xerox: 106R01205,ЛОЖЬ,,ЛОЖЬ
800,6,1,Phaser 6125,,106R01338,2000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01338,Картридж черный Xerox: 106R01338,ЛОЖЬ,,ЛОЖЬ
801,6,1,Phaser 6125,,106R01335,1000,1,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01335,Картридж голубой Xerox: 106R01335,ЛОЖЬ,,ЛОЖЬ
802,6,1,Phaser 6125,,106R01336,1000,1,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01336,Картридж пурпурный Xerox: 106R01336,ЛОЖЬ,,ЛОЖЬ
803,6,1,Phaser 6125,,106R01337,1000,1,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01337,Картридж желтый Xerox: 106R01337,ЛОЖЬ,,ЛОЖЬ
804,6,1,Phaser 6360,,106R01221,18000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01221,Картридж черный Xerox: 106R01221,ЛОЖЬ,,ЛОЖЬ
805,6,1,Phaser 6360,,106R01217,9000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01217,Картридж черный Xerox: 106R01217,ЛОЖЬ,,ЛОЖЬ
806,6,1,Phaser 6360,,106R01214,5000,1,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01214,Картридж голубой Xerox: 106R01214,ЛОЖЬ,,ЛОЖЬ
807,6,1,Phaser 6360,,106R01218,12000,1,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01218,Картридж голубой Xerox: 106R01218,ЛОЖЬ,,ЛОЖЬ
808,6,1,Phaser 6360,,106R01219,12000,1,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01219,Картридж пурпурный Xerox: 106R01219,ЛОЖЬ,,ЛОЖЬ
809,6,1,Phaser 6360,,106R01215,5000,1,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01215,Картридж пурпурный Xerox: 106R01215,ЛОЖЬ,,ЛОЖЬ
810,6,1,Phaser 6360,,106R01216,5000,1,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01216,Картридж желтый Xerox: 106R01216,ЛОЖЬ,,ЛОЖЬ
811,6,1,Phaser 6360,,106R01220,12000,1,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01220,Картридж желтый Xerox: 106R01220,ЛОЖЬ,,ЛОЖЬ
812,6,1,Phaser 6130,,106R01282,2000,1,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01282,Картридж голубой Xerox: 106R01282,ЛОЖЬ,,ЛОЖЬ
813,6,1,Phaser 6130,,106R01283,2000,1,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01283,Картридж пурпурный Xerox: 106R01283,ЛОЖЬ,,ЛОЖЬ
814,6,1,Phaser 6130,,106R01284,2000,1,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01284,Картридж желтый Xerox: 106R01284,ЛОЖЬ,,ЛОЖЬ
815,6,1,Phaser 6130,,106R01285,2500,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01285,Картридж черный Xerox: 106R01285,ЛОЖЬ,,ЛОЖЬ
816,6,1,Phaser 6280,,106R01389,2200,1,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01389,Картридж пурпурный Xerox: 106R01389,ЛОЖЬ,,ЛОЖЬ
817,6,1,Phaser 6280,,106R01390,2200,1,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01390,Картридж желтый Xerox: 106R01390,ЛОЖЬ,,ЛОЖЬ
818,6,1,Phaser 6280,,106R01388,2200,1,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01388,Картридж голубой Xerox: 106R01388,ЛОЖЬ,,ЛОЖЬ
819,6,1,Phaser 6280,,106R01403,7000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01403,Картридж черный Xerox: 106R01403,ЛОЖЬ,,ЛОЖЬ
820,6,1,Phaser 6280,,106R01402,5900,1,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01402,Картридж желтый Xerox: 106R01402,ЛОЖЬ,,ЛОЖЬ
821,6,1,Phaser 6280,,106R01400,5900,1,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01400,Картридж голубой Xerox: 106R01400,ЛОЖЬ,,ЛОЖЬ
822,6,1,Phaser 6280,,106R01401,5900,1,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01401,Картридж пурпурный Xerox: 106R01401,ЛОЖЬ,,ЛОЖЬ
823,6,1,Phaser 6280,,106R01391,3000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01391,Картридж черный Xerox: 106R01391,ЛОЖЬ,,ЛОЖЬ
824,6,1,Phaser 8560,,108R00767,1000,3,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 108R00767,Картридж черный Xerox: 108R00767,ЛОЖЬ,,ЛОЖЬ
825,6,1,Phaser 8560,,108R00768,1000,6,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 108R00768,Картридж черный Xerox: 108R00768,ЛОЖЬ,,ЛОЖЬ
826,6,1,Phaser 8560,,108R00764,1000,3,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 108R00764,Картридж голубой Xerox: 108R00764,ЛОЖЬ,,ЛОЖЬ
827,6,1,Phaser 8560,,108R00765,1000,3,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 108R00765,Картридж пурпурный Xerox: 108R00765,ЛОЖЬ,,ЛОЖЬ
828,6,1,Phaser 8560,,108R00766,1000,3,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 108R00766,Картридж желтый Xerox: 108R00766,ЛОЖЬ,,ЛОЖЬ
829,6,1,Phaser 7760,,106R01163,32000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01163,Картридж черный Xerox: 106R01163,ЛОЖЬ,,ЛОЖЬ
830,6,1,Phaser 7760,,106R01160,25000,1,3,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01160,Картридж голубой Xerox: 106R01160,ЛОЖЬ,,ЛОЖЬ
831,6,1,Phaser 7760,,106R01161,25000,1,4,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01161,Картридж пурпурный Xerox: 106R01161,ЛОЖЬ,,ЛОЖЬ
832,6,1,Phaser 7760,,106R01162,25000,1,5,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01162,Картридж желтый Xerox: 106R01162,ЛОЖЬ,,ЛОЖЬ
833,6,1,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,106R01080,15000,1,2,26-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01080,Картридж черный Xerox: 106R01080,ЛОЖЬ,,ЛОЖЬ
834,6,1,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,106R01150,9000,1,3,26-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01150,Картридж голубой Xerox: 106R01150,ЛОЖЬ,,ЛОЖЬ
835,6,1,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,106R01151,9000,1,4,26-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01151,Картридж пурпурный Xerox: 106R01151,ЛОЖЬ,,ЛОЖЬ
836,6,1,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,106R01152,9000,1,5,26-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01152,Картридж желтый Xerox: 106R01152,ЛОЖЬ,,ЛОЖЬ
837,6,1,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,106R01077,18000,1,3,26-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Картридж голубой Xerox: 106R01077,Картридж голубой Xerox: 106R01077,ЛОЖЬ,,ЛОЖЬ
838,6,1,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,106R01078,18000,1,4,26-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Картридж пурпурный Xerox: 106R01078,Картридж пурпурный Xerox: 106R01078,ЛОЖЬ,,ЛОЖЬ
839,6,1,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,106R01079,18000,1,5,26-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Картридж желтый Xerox: 106R01079,Картридж желтый Xerox: 106R01079,ЛОЖЬ,,ЛОЖЬ
840,6,1,"Phaser 3100MFP/S, 3100MFP/X",,106R01378,2200,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01378,Картридж черный Xerox: 106R01378,ЛОЖЬ,,ЛОЖЬ
841,6,1,"Phaser 3100MFP/S, 3100MFP/X",,106R01379,4000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01379,Картридж черный Xerox: 106R01379,ЛОЖЬ,,ЛОЖЬ
842,6,1,Phaser 3300MFP/X,,106R01411,4000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01411,Картридж черный Xerox: 106R01411,ЛОЖЬ,,ЛОЖЬ
843,6,1,Phaser 3300MFP/X,,106R01412,8000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01412,Картридж черный Xerox: 106R01412,ЛОЖЬ,,ЛОЖЬ
844,6,1,"WorkCentre 3210, 3220",,106R01485,2000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01485,Картридж черный Xerox: 106R01485,ЛОЖЬ,,ЛОЖЬ
845,6,1,"WorkCentre 3210, 3220",,106R01486,4100,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01486,Картридж черный Xerox: 106R01486,ЛОЖЬ,,ЛОЖЬ
846,6,1,WorkCentre 5222,,106R01413,20000,1,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Картридж черный Xerox: 106R01413,Картридж черный Xerox: 106R01413,ЛОЖЬ,,ЛОЖЬ
847,6,2,"WorkCentre 5016, 5020",,106R01277,6300,2,2,26-авг-09,01-июл-11,,,0,,30-дек-99,0,0,,Тонер черный Xerox: 106R01277,Тонер черный Xerox: 106R01277,ЛОЖЬ,,ЛОЖЬ
848,1,1,"DesignJet 5000 42"", 60"", ps 42"", ps 60"", 5500 42"", 5500 60"", 5500 UV 42"", 5500 UV 60"", 5500mfp 42"", 5500ps 42"", 5500ps 60"", 5500ps UV 42"", 5500ps UV 60""",,C4930A,0,1,2,27-авг-09,09-июл-11,"No.81, 680 мл.",,0,,30-дек-99,0,0,,Картридж черный HP: C4930A,Картридж черный HP: C4930A,ЛОЖЬ,,ЛОЖЬ
849,1,1,"DesignJet 5000 42"", 60"", ps 42"", ps 60"", 5500 42"", 5500 60"", 5500 UV 42"", 5500 UV 60"", 5500mfp 42"", 5500ps 42"", 5500ps 60"", 5500ps UV 42"", 5500ps UV 60""",,C4931A,0,1,3,27-авг-09,09-июл-11,"No.81, 680 мл.",,0,,30-дек-99,0,0,,Картридж голубой HP: C4931A,Картридж голубой HP: C4931A,ЛОЖЬ,,ЛОЖЬ
850,1,1,"DesignJet 5000 42"", 60"", ps 42"", ps 60"", 5500 42"", 5500 60"", 5500 UV 42"", 5500 UV 60"", 5500mfp 42"", 5500ps 42"", 5500ps 60"", 5500ps UV 42"", 5500ps UV 60""",,C4932A,0,1,4,27-авг-09,09-июл-11,"No.81, 680 мл.",,0,,30-дек-99,0,0,,Картридж пурпурный HP: C4932A,Картридж пурпурный HP: C4932A,ЛОЖЬ,,ЛОЖЬ
851,1,1,"DesignJet 5000 42"", 60"", ps 42"", ps 60"", 5500 42"", 5500 60"", 5500 UV 42"", 5500 UV 60"", 5500mfp 42"", 5500ps 42"", 5500ps 60"", 5500ps UV 42"", 5500ps UV 60""",,C4933A,0,1,5,27-авг-09,09-июл-11,"No.81, 680 мл.",,0,,30-дек-99,0,0,,Картридж желтый HP: C4933A,Картридж желтый HP: C4933A,ЛОЖЬ,,ЛОЖЬ
852,1,1,"DesignJet 5000 42"", 60"", ps 42"", ps 60"", 5500 42"", 5500 60"", 5500 UV 42"", 5500 UV 60"", 5500mfp 42"", 5500ps 42"", 5500ps 60"", 5500ps UV 42"", 5500ps UV 60""",,C4934A,0,1,8,27-авг-09,09-июл-11,"No.81, 680 мл.",,0,,30-дек-99,0,0,,Картридж светло-голубой HP: C4934A,Картридж светло-голубой HP: C4934A,ЛОЖЬ,,ЛОЖЬ
853,1,1,"DesignJet 5000 42"", 60"", ps 42"", ps 60"", 5500 42"", 5500 60"", 5500 UV 42"", 5500 UV 60"", 5500mfp 42"", 5500ps 42"", 5500ps 60"", 5500ps UV 42"", 5500ps UV 60""",,C4935A,0,1,9,27-авг-09,09-июл-11,"No.81, 680 мл.",,0,,30-дек-99,0,0,,Картридж светло-пурпурный HP: C4935A,Картридж светло-пурпурный HP: C4935A,ЛОЖЬ,,ЛОЖЬ
854,5,5,AcuLaser C9200N,,C13S051175,30000,1,5,30-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Фотобарабан желтый Epson: C13S051175,Фотобарабан желтый Epson: C13S051175,ЛОЖЬ,,ЛОЖЬ
855,6,6,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,106R01081,30000,1,0,30-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Емк. для отраб. Xerox: 106R01081,Емк. для отраб. Xerox: 106R01081,ЛОЖЬ,,ЛОЖЬ
856,6,5,"Phaser 7400DN, 7400DNZ, 7400DX, 7400DXF, 7400N",,108R00650,30000,1,2,30-авг-09,06-июл-11,,,0,,30-дек-99,0,0,,Фотобарабан черный Xerox: 108R00650,Фотобарабан черный Xerox: 108R00650,ЛОЖЬ,,ЛОЖЬ
857,6,5,Phaser 6110MFP,,108R00721,20000,1,1,30-авг-09,01-июл-11,"ч/б 20000, цв. 12500",,0,,30-дек-99,0,0,,Фотобарабан цветной Xerox: 108R00721,Фотобарабан цветной Xerox: 108R00721,ЛОЖЬ,,ЛОЖЬ
858,5,6,Stylus Pro 3800,,C13T582000,0,1,0,30-авг-09,30-авг-09,,,0,,30-дек-99,0,0,,Емк. для отраб. Epson: C13T582000,Емк. для отраб. Epson: C13T582000,ЛОЖЬ,,ЛОЖЬ
859,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,C9390A,0,1,8,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж светло-голубой HP: C9390A,Картридж светло-голубой HP: C9390A,ЛОЖЬ,,ЛОЖЬ
860,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,C9448A,0,1,6,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж черный матовый HP: C9448A,Картридж черный матовый HP: C9448A,ЛОЖЬ,,ЛОЖЬ
861,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,C9449A,0,1,2,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж черный HP: C9449A,Картридж черный HP: C9449A,ЛОЖЬ,,ЛОЖЬ
862,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,C9451A,0,1,13,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж светло-серый HP: C9451A,Картридж светло-серый HP: C9451A,ЛОЖЬ,,ЛОЖЬ
863,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,C9452A,0,1,3,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж голубой HP: C9452A,Картридж голубой HP: C9452A,ЛОЖЬ,,ЛОЖЬ
864,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,C9453A,0,1,4,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж пурпурный HP: C9453A,Картридж пурпурный HP: C9453A,ЛОЖЬ,,ЛОЖЬ
865,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,C9454A,0,1,5,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж желтый HP: C9454A,Картридж желтый HP: C9454A,ЛОЖЬ,,ЛОЖЬ
866,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,C9455A,0,1,9,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж светло-пурпурный HP: C9455A,Картридж светло-пурпурный HP: C9455A,ЛОЖЬ,,ЛОЖЬ
871,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,C9450A,0,1,7,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж серый HP: C9450A,Картридж серый HP: C9450A,ЛОЖЬ,,ЛОЖЬ
872,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,C9457A,0,1,17,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж зеленый HP: C9457A,Картридж зеленый HP: C9457A,ЛОЖЬ,,ЛОЖЬ
873,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,C9458A,0,1,10,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж синий HP: C9458A,Картридж синий HP: C9458A,ЛОЖЬ,,ЛОЖЬ
874,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,C9459A,0,1,12,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж глянец HP: C9459A,Картридж глянец HP: C9459A,ЛОЖЬ,,ЛОЖЬ
875,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,C9456A,0,1,11,30-авг-09,30-авг-09,"HP №70, 130 мл",,0,,30-дек-99,0,0,,Картридж красный HP: C9456A,Картридж красный HP: C9456A,ЛОЖЬ,,ЛОЖЬ
879,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,CD951A,0,1,19,30-авг-09,30-авг-09,"HP №73, 130 мл",,0,,30-дек-99,0,0,,Картридж хроматический красный HP: CD951A,Картридж хроматический красный HP: CD951A,ЛОЖЬ,,ЛОЖЬ
880,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,CB339A,0,2,6,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж черный матовый HP: CB339A,Картридж черный матовый HP: CB339A,ЛОЖЬ,,ЛОЖЬ
881,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,CB342A,0,2,13,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж светло-серый HP: CB342A,Картридж светло-серый HP: CB342A,ЛОЖЬ,,ЛОЖЬ
882,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,CB344A,0,2,4,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж пурпурный HP: CB344A,Картридж пурпурный HP: CB344A,ЛОЖЬ,,ЛОЖЬ
883,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,CB345A,0,2,5,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж желтый HP: CB345A,Картридж желтый HP: CB345A,ЛОЖЬ,,ЛОЖЬ
884,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,CB346A,0,2,9,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж светло-пурпурный HP: CB346A,Картридж светло-пурпурный HP: CB346A,ЛОЖЬ,,ЛОЖЬ
885,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,CB351A,0,2,8,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж светло-голубой HP: CB351A,Картридж светло-голубой HP: CB351A,ЛОЖЬ,,ЛОЖЬ
886,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,CD952A,0,2,19,30-авг-09,30-авг-09,"HP №73, 2*130 мл",,0,,30-дек-99,0,0,,Картридж хроматический красный HP: CD952A,Картридж хроматический красный HP: CD952A,ЛОЖЬ,,ЛОЖЬ
887,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,CB350A,0,2,12,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж глянец HP: CB350A,Картридж глянец HP: CB350A,ЛОЖЬ,,ЛОЖЬ
888,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,CB348A,0,2,17,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж зеленый HP: CB348A,Картридж зеленый HP: CB348A,ЛОЖЬ,,ЛОЖЬ
889,1,1,"DesignJet Z3200 24"", 44"", ps 24"", ps 44""",,CB349A,0,2,10,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж синий HP: CB349A,Картридж синий HP: CB349A,ЛОЖЬ,,ЛОЖЬ
890,1,1,"DesignJet Z2100 24"", 44"", GP 24"", Z3200 24"", Z3200 44"", Z3200ps 24"", Z3200ps 44""",,CB340A,0,2,2,30-авг-09,30-авг-09,"HP №70, 2*130 мл",,0,,30-дек-99,0,0,,Картридж черный HP: CB340A,Картридж черный HP: CB340A,ЛОЖЬ,,ЛОЖЬ
